"campaign_id","advertiser_name","campaign_name","date","impressions","clicks","conversions","spend","ctr","cvr","cpc","cpa","roas","audience_segment","device_type","inventory_type","content_category","geo_region","time_of_day","day_of_week","average_bid_price","win_rate"
"camp-24680","FashionForward","Spring Collection","2025-04-01","150000","6000","300","9000.00","0.04","0.05","1.50","30.00","4.0","fashion_enthusiast","mobile","premium_publisher","IAB9-5","US-FL","evening","wednesday","4.00","0.30"
"camp-24680","FashionForward","Spring Collection","2025-04-02","155000","6200","310","9300.00","0.04","0.05","1.50","30.00","4.1","fashion_enthusiast","mobile","premium_publisher","IAB9-5","US-FL","evening","thursday","4.05","0.31"
"camp-24680","FashionForward","Spring Collection","2025-04-03","160000","6400","320","9600.00","0.04","0.05","1.50","30.00","4.2","fashion_enthusiast","mobile","premium_publisher","IAB9-5","US-FL","evening","friday","4.10","0.32"
"camp-24680","FashionForward","Spring Collection","2025-04-04","180000","7200","360","10800.00","0.04","0.05","1.50","30.00","4.5","fashion_enthusiast","mobile","premium_publisher","IAB9-5","US-FL","afternoon","saturday","4.20","0.33"
"camp-24680","FashionForward","Spring Collection","2025-04-05","185000","7400","370","11100.00","0.04","0.05","1.50","30.00","4.6","fashion_enthusiast","mobile","premium_publisher","IAB9-5","US-FL","afternoon","sunday","4.25","0.34"
"camp-24680","FashionForward","Spring Collection","2025-04-06","152000","6080","304","9120.00","0.04","0.05","1.50","30.00","4.1","fashion_enthusiast","mobile","premium_publisher","IAB9-5","US-FL","evening","monday","4.02","0.30"
"camp-24680","FashionForward","Spring Collection","2025-04-07","157000","6280","314","9420.00","0.04","0.05","1.50","30.00","4.2","fashion_enthusiast","mobile","premium_publisher","IAB9-5","US-FL","evening","tuesday","4.08","0.31"
"camp-13579","HomeDecor Plus","Interior Inspiration","2025-04-01","85000","2550","102","3825.00","0.03","0.04","1.50","37.50","3.2","home_enthusiast","tablet","mid-tier","IAB6-8","US-TX","morning","wednesday","2.80","0.18"
"camp-13579","HomeDecor Plus","Interior Inspiration","2025-04-02","87000","2610","104","3915.00","0.03","0.04","1.50","37.50","3.3","home_enthusiast","tablet","mid-tier","IAB6-8","US-TX","morning","thursday","2.85","0.19"
"camp-13579","HomeDecor Plus","Interior Inspiration","2025-04-03","83000","2490","100","3735.00","0.03","0.04","1.50","37.50","3.1","home_enthusiast","tablet","mid-tier","IAB6-8","US-TX","morning","friday","2.75","0.17"
"camp-13579","HomeDecor Plus","Interior Inspiration","2025-04-04","110000","3300","132","4950.00","0.03","0.04","1.50","37.50","3.5","home_enthusiast","tablet","mid-tier","IAB6-8","US-TX","afternoon","saturday","3.00","0.20"
"camp-13579","HomeDecor Plus","Interior Inspiration","2025-04-05","115000","3450","138","5175.00","0.03","0.04","1.50","37.50","3.6","home_enthusiast","tablet","mid-tier","IAB6-8","US-TX","afternoon","sunday","3.05","0.21"
"camp-13579","HomeDecor Plus","Interior Inspiration","2025-04-06","86000","2580","103","3870.00","0.03","0.04","1.50","37.50","3.2","home_enthusiast","tablet","mid-tier","IAB6-8","US-TX","morning","monday","2.82","0.18"
"camp-13579","HomeDecor Plus","Interior Inspiration","2025-04-07","88000","2640","106","3960.00","0.03","0.04","1.50","37.50","3.3","home_enthusiast","tablet","mid-tier","IAB6-8","US-TX","morning","tuesday","2.88","0.19"
"camp-97531","TravelEscape","Summer Getaways","2025-04-01","120000","4800","192","7200.00","0.04","0.04","1.50","37.50","3.8","travel_enthusiast","desktop","premium_publisher","IAB20-18","US-IL","evening","wednesday","3.75","0.28"
"camp-97531","TravelEscape","Summer Getaways","2025-04-02","124000","4960","198","7440.00","0.04","0.04","1.50","37.50","3.9","travel_enthusiast","desktop","premium_publisher","IAB20-18","US-IL","evening","thursday","3.80","0.29"
"camp-97531","TravelEscape","Summer Getaways","2025-04-03","128000","5120","205","7680.00","0.04","0.04","1.50","37.50","4.0","travel_enthusiast","desktop","premium_publisher","IAB20-18","US-IL","evening","friday","3.85","0.30"
"camp-97531","TravelEscape","Summer Getaways","2025-04-04","140000","5600","224","8400.00","0.04","0.04","1.50","37.50","4.2","travel_enthusiast","desktop","premium_publisher","IAB20-18","US-IL","afternoon","saturday","3.95","0.31"
"camp-97531","TravelEscape","Summer Getaways","2025-04-05","145000","5800","232","8700.00","0.04","0.04","1.50","37.50","4.3","travel_enthusiast","desktop","premium_publisher","IAB20-18","US-IL","afternoon","sunday","4.00","0.32"
"camp-97531","TravelEscape","Summer Getaways","2025-04-06","122000","4880","195","7320.00","0.04","0.04","1.50","37.50","3.8","travel_enthusiast","desktop","premium_publisher","IAB20-18","US-IL","evening","monday","3.78","0.28"
"camp-97531","TravelEscape","Summer Getaways","2025-04-07","126000","5040","202","7560.00","0.04","0.04","1.50","37.50","3.9","travel_enthusiast","desktop","premium_publisher","IAB20-18","US-IL","evening","tuesday","3.82","0.29"
"camp-24601","FinancialFuture","Retirement Planning","2025-04-01","70000","1750","70","5250.00","0.025","0.04","3.00","75.00","2.5","finance_enthusiast","desktop","premium_publisher","IAB13-6","US-NY","morning","wednesday","4.50","0.35"
"camp-24601","FinancialFuture","Retirement Planning","2025-04-02","72000","1800","72","5400.00","0.025","0.04","3.00","75.00","2.6","finance_enthusiast","desktop","premium_publisher","IAB13-6","US-NY","morning","thursday","4.55","0.36"
"camp-24601","FinancialFuture","Retirement Planning","2025-04-03","68000","1700","68","5100.00","0.025","0.04","3.00","75.00","2.4","finance_enthusiast","desktop","premium_publisher","IAB13-6","US-NY","morning","friday","4.45","0.34"
"camp-24601","FinancialFuture","Retirement Planning","2025-04-04","50000","1250","50","3750.00","0.025","0.04","3.00","75.00","2.2","finance_enthusiast","desktop","premium_publisher","IAB13-6","US-NY","morning","saturday","4.30","0.32"
"camp-24601","FinancialFuture","Retirement Planning","2025-04-05","45000","1125","45","3375.00","0.025","0.04","3.00","75.00","2.1","finance_enthusiast","desktop","premium_publisher","IAB13-6","US-NY","morning","sunday","4.25","0.31"
"camp-24601","FinancialFuture","Retirement Planning","2025-04-06","71000","1775","71","5325.00","0.025","0.04","3.00","75.00","2.5","finance_enthusiast","desktop","premium_publisher","IAB13-6","US-NY","morning","monday","4.52","0.35"
"camp-24601","FinancialFuture","Retirement Planning","2025-04-07","73000","1825","73","5475.00","0.025","0.04","3.00","75.00","2.6","finance_enthusiast","desktop","premium_publisher","IAB13-6","US-NY","morning","tuesday","4.58","0.36"
"camp-86420","GamingUniverse","New Release Promo","2025-04-01","200000","10000","400","10000.00","0.05","0.04","1.00","25.00","4.5","gaming_enthusiast","mobile","mid-tier","IAB9-30","US-CA","night","wednesday","2.50","0.15"
"camp-86420","GamingUniverse","New Release Promo","2025-04-02","205000","10250","410","10250.00","0.05","0.04","1.00","25.00","4.6","gaming_enthusiast","mobile","mid-tier","IAB9-30","US-CA","night","thursday","2.55","0.16"
"camp-86420","GamingUniverse","New Release Promo","2025-04-03","210000","10500","420","10500.00","0.05","0.04","1.00","25.00","4.7","gaming_enthusiast","mobile","mid-tier","IAB9-30","US-CA","night","friday","2.60","0.17"
"camp-86420","GamingUniverse","New Release Promo","2025-04-04","230000","11500","460","11500.00","0.05","0.04","1.00","25.00","5.0","gaming_enthusiast","mobile","mid-tier","IAB9-30","US-CA","night","saturday","2.70","0.18"
"camp-86420","GamingUniverse","New Release Promo","2025-04-05","235000","11750","470","11750.00","0.05","0.04","1.00","25.00","5.1","gaming_enthusiast","mobile","mid-tier","IAB9-30","US-CA","night","sunday","2.75","0.19"
"camp-86420","GamingUniverse","New Release Promo","2025-04-06","202000","10100","404","10100.00","0.05","0.04","1.00","25.00","4.5","gaming_enthusiast","mobile","mid-tier","IAB9-30","US-CA","night","monday","2.52","0.15"
"camp-86420","GamingUniverse","New Release Promo","2025-04-07","207000","10350","414","10350.00","0.05","0.04","1.00","25.00","4.6","gaming_enthusiast","mobile","mid-tier","IAB9-30","US-CA","night","tuesday","2.57","0.16"
"camp-35791","HealthyLiving","Wellness Challenge","2025-04-01","110000","3300","165","4950.00","0.03","0.05","1.50","30.00","3.8","health_enthusiast","tablet","premium_publisher","IAB7-1","US-WA","morning","wednesday","3.20","0.22"
"camp-35791","HealthyLiving","Wellness Challenge","2025-04-02","113000","3390","170","5085.00","0.03","0.05","1.50","30.00","3.9","health_enthusiast","tablet","premium_publisher","IAB7-1","US-WA","morning","thursday","3.25","0.23"
"camp-35791","HealthyLiving","Wellness Challenge","2025-04-03","107000","3210","161","4815.00","0.03","0.05","1.50","30.00","3.7","health_enthusiast","tablet","premium_publisher","IAB7-1","US-WA","morning","friday","3.15","0.21"
"camp-35791","HealthyLiving","Wellness Challenge","2025-04-04","120000","3600","180","5400.00","0.03","0.05","1.50","30.00","4.0","health_enthusiast","tablet","premium_publisher","IAB7-1","US-WA","afternoon","saturday","3.30","0.24"
"camp-35791","HealthyLiving","Wellness Challenge","2025-04-05","125000","3750","188","5625.00","0.03","0.05","1.50","30.00","4.1","health_enthusiast","tablet","premium_publisher","IAB7-1","US-WA","afternoon","sunday","3.35","0.25"
"camp-35791","HealthyLiving","Wellness Challenge","2025-04-06","111000","3330","167","4995.00","0.03","0.05","1.50","30.00","3.8","health_enthusiast","tablet","premium_publisher","IAB7-1","US-WA","morning","monday","3.22","0.22"
"camp-35791","HealthyLiving","Wellness Challenge","2025-04-07","114000","3420","171","5130.00","0.03","0.05","1.50","30.00","3.9","health_enthusiast","tablet","premium_publisher","IAB7-1","US-WA","morning","tuesday","3.27","0.23"
"camp-80246","AutoDrive","Summer Car Sale","2025-04-01","90000","2700","54","8100.00","0.03","0.02","3.00","150.00","2.0","auto_intender","desktop","premium_publisher","IAB2-2","US-TX","evening","wednesday","5.00","0.40"
"camp-80246","AutoDrive","Summer Car Sale","2025-04-02","92000","2760","55","8280.00","0.03","0.02","3.00","150.00","2.1","auto_intender","desktop","premium_publisher","IAB2-2","US-TX","evening","thursday","5.05","0.41"
"camp-80246","AutoDrive","Summer Car Sale","2025-04-03","94000","2820","56","8460.00","0.03","0.02","3.00","150.00","2.2","auto_intender","desktop","premium_publisher","IAB2-2","US-TX","evening","friday","5.10","0.42"
"camp-80246","AutoDrive","Summer Car Sale","2025-04-04","100000","3000","60","9000.00","0.03","0.02","3.00","150.00","2.3","auto_intender","desktop","premium_publisher","IAB2-2","US-TX","afternoon","saturday","5.20","0.43"
"camp-80246","AutoDrive","Summer Car Sale","2025-04-05","105000","3150","63","9450.00","0.03","0.02","3.00","150.00","2.4","auto_intender","desktop","premium_publisher","IAB2-2","US-TX","afternoon","sunday","5.25","0.44"
"camp-80246","AutoDrive","Summer Car Sale","2025-04-06","91000","2730","55","8190.00","0.03","0.02","3.00","150.00","2.0","auto_intender","desktop","premium_publisher","IAB2-2","US-TX","evening","monday","5.02","0.40"
"camp-80246","AutoDrive","Summer Car Sale","2025-04-07","93000","2790","56","8370.00","0.03","0.02","3.00","150.00","2.1","auto_intender","desktop","premium_publisher","IAB2-2","US-TX","evening","tuesday","5.08","0.41"
"camp-15937","BeautyEssentials","Summer Glow","2025-04-01","160000","6400","256","9600.00","0.04","0.04","1.50","37.50","3.2","beauty_enthusiast","mobile","premium_publisher","IAB18-3","US-FL","evening","wednesday","3.60","0.27"
"camp-15937","BeautyEssentials","Summer Glow","2025-04-02","164000","6560","262","9840.00","0.04","0.04","1.50","37.50","3.3","beauty_enthusiast","mobile","premium_publisher","IAB18-3","US-FL","evening","thursday","3.65","0.28"
"camp-15937","BeautyEssentials","Summer Glow","2025-04-03","168000","6720","269","10080.00","0.04","0.04","1.50","37.50","3.4","beauty_enthusiast","mobile","premium_publisher","IAB18-3","US-FL","evening","friday","3.70","0.29"
"camp-15937","BeautyEssentials","Summer Glow","2025-04-04","180000","7200","288","10800.00","0.04","0.04","1.50","37.50","3.6","beauty_enthusiast","mobile","premium_publisher","IAB18-3","US-FL","afternoon","saturday","3.80","0.30"
"camp-15937","BeautyEssentials","Summer Glow","2025-04-05","185000","7400","296","11100.00","0.04","0.04","1.50","37.50","3.7","beauty_enthusiast","mobile","premium_publisher","IAB18-3","US-FL","afternoon","sunday","3.85","0.31"
"camp-15937","BeautyEssentials","Summer Glow","2025-04-06","162000","6480","259","9720.00","0.04","0.04","1.50","37.50","3.2","beauty_enthusiast","mobile","premium_publisher","IAB18-3","US-FL","evening","monday","3.62","0.27"
"camp-15937","BeautyEssentials","Summer Glow","2025-04-07","166000","6640","266","9960.00","0.04","0.04","1.50","37.50","3.3","beauty_enthusiast","mobile","premium_publisher","IAB18-3","US-FL","evening","tuesday","3.67","0.28"
"camp-11111","FoodDelivery","Quick Eats","2025-04-01","180000","9000","450","13500.00","0.05","0.05","1.50","30.00","4.2","food_enthusiast","mobile","mid-tier","IAB8-5","US-CA","evening","wednesday","2.80","0.18"
"camp-11111","FoodDelivery","Quick Eats","2025-04-02","185000","9250","463","13875.00","0.05","0.05","1.50","30.00","4.3","food_enthusiast","mobile","mid-tier","IAB8-5","US-CA","evening","thursday","2.85","0.19"
"camp-11111","FoodDelivery","Quick Eats","2025-04-03","190000","9500","475","14250.00","0.05","0.05","1.50","30.00","4.4","food_enthusiast","mobile","mid-tier","IAB8-5","US-CA","evening","friday","2.90","0.20"
"camp-11111","FoodDelivery","Quick Eats","2025-04-04","220000","11000","550","16500.00","0.05","0.05","1.50","30.00","4.8","food_enthusiast","mobile","mid-tier","IAB8-5","US-CA","evening","saturday","3.00","0.21"
"camp-11111","FoodDelivery","Quick Eats","2025-04-05","225000","11250","563","16875.00","0.05","0.05","1.50","30.00","4.9","food_enthusiast","mobile","mid-tier","IAB8-5","US-CA","evening","sunday","3.05","0.22"
"camp-11111","FoodDelivery","Quick Eats","2025-04-06","182000","9100","455","13650.00","0.05","0.05","1.50","30.00","4.2","food_enthusiast","mobile","mid-tier","IAB8-5","US-CA","evening","monday","2.82","0.18"
"camp-11111","FoodDelivery","Quick Eats","2025-04-07","187000","9350","468","14025.00","0.05","0.05","1.50","30.00","4.3","food_enthusiast","mobile","mid-tier","IAB8-5","US-CA","evening","tuesday","2.87","0.19"
"camp-22222","PetCare","Happy Pets","2025-04-01","95000","2850","171","4275.00","0.03","0.06","1.50","25.00","4.5","pet_owner","tablet","premium_publisher","IAB16-5","US-TX","afternoon","wednesday","3.20","0.24"
"camp-22222","PetCare","Happy Pets","2025-04-02","98000","2940","176","4410.00","0.03","0.06","1.50","25.00","4.6","pet_owner","tablet","premium_publisher","IAB16-5","US-TX","afternoon","thursday","3.25","0.25"
"camp-22222","PetCare","Happy Pets","2025-04-03","92000","2760","166","4140.00","0.03","0.06","1.50","25.00","4.3","pet_owner","tablet","premium_publisher","IAB16-5","US-TX","afternoon","friday","3.15","0.23"
"camp-22222","PetCare","Happy Pets","2025-04-04","110000","3300","198","4950.00","0.03","0.06","1.50","25.00","5.0","pet_owner","tablet","premium_publisher","IAB16-5","US-TX","afternoon","saturday","3.35","0.26"
"camp-22222","PetCare","Happy Pets","2025-04-05","115000","3450","207","5175.00","0.03","0.06","1.50","25.00","5.2","pet_owner","tablet","premium_publisher","IAB16-5","US-TX","afternoon","sunday","3.40","0.27"
"camp-22222","PetCare","Happy Pets","2025-04-06","96000","2880","173","4320.00","0.03","0.06","1.50","25.00","4.5","pet_owner","tablet","premium_publisher","IAB16-5","US-TX","afternoon","monday","3.22","0.24"
"camp-22222","PetCare","Happy Pets","2025-04-07","99000","2970","178","4455.00","0.03","0.06","1.50","25.00","4.7","pet_owner","tablet","premium_publisher","IAB16-5","US-TX","afternoon","tuesday","3.27","0.25"
"camp-33333","EcommercePlus","Flash Sale","2025-04-01","250000","12500","625","18750.00","0.05","0.05","1.50","30.00","4.0","deal_seeker","mobile","mid-tier","IAB9-7","US-NY","evening","wednesday","2.75","0.17"
"camp-33333","EcommercePlus","Flash Sale","2025-04-02","255000","12750","638","19125.00","0.05","0.05","1.50","30.00","4.1","deal_seeker","mobile","mid-tier","IAB9-7","US-NY","evening","thursday","2.80","0.18"
"camp-33333","EcommercePlus","Flash Sale","2025-04-03","260000","13000","650","19500.00","0.05","0.05","1.50","30.00","4.2","deal_seeker","mobile","mid-tier","IAB9-7","US-NY","evening","friday","2.85","0.19"
"camp-33333","EcommercePlus","Flash Sale","2025-04-04","280000","14000","700","21000.00","0.05","0.05","1.50","30.00","4.5","deal_seeker","mobile","mid-tier","IAB9-7","US-NY","evening","saturday","2.95","0.20"
"camp-33333","EcommercePlus","Flash Sale","2025-04-05","285000","14250","713","21375.00","0.05","0.05","1.50","30.00","4.6","deal_seeker","mobile","mid-tier","IAB9-7","US-NY","evening","sunday","3.00","0.21"
"camp-33333","EcommercePlus","Flash Sale","2025-04-06","252000","12600","630","18900.00","0.05","0.05","1.50","30.00","4.0","deal_seeker","mobile","mid-tier","IAB9-7","US-NY","evening","monday","2.77","0.17"
"camp-33333","EcommercePlus","Flash Sale","2025-04-07","257000","12850","643","19275.00","0.05","0.05","1.50","30.00","4.1","deal_seeker","mobile","mid-tier","IAB9-7","US-NY","evening","tuesday","2.82","0.18"
"camp-44444","TechStartup","AI Revolution","2025-04-01","65000","1950","98","5850.00","0.03","0.05","3.00","60.00","2.8","tech_early_adopter","desktop","premium_publisher","IAB19-6","US-WA","morning","wednesday","4.25","0.32"
"camp-44444","TechStartup","AI Revolution","2025-04-02","67000","2010","101","6030.00","0.03","0.05","3.00","60.00","2.9","tech_early_adopter","desktop","premium_publisher","IAB19-6","US-WA","morning","thursday","4.30","0.33"
"camp-44444","TechStartup","AI Revolution","2025-04-03","63000","1890","95","5670.00","0.03","0.05","3.00","60.00","2.7","tech_early_adopter","desktop","premium_publisher","IAB19-6","US-WA","morning","friday","4.20","0.31"
"camp-44444","TechStartup","AI Revolution","2025-04-04","45000","1350","68","4050.00","0.03","0.05","3.00","60.00","2.4","tech_early_adopter","desktop","premium_publisher","IAB19-6","US-WA","morning","saturday","4.00","0.29"
"camp-44444","TechStartup","AI Revolution","2025-04-05","42000","1260","63","3780.00","0.03","0.05","3.00","60.00","2.3","tech_early_adopter","desktop","premium_publisher","IAB19-6","US-WA","morning","sunday","3.95","0.28"
"camp-44444","TechStartup","AI Revolution","2025-04-06","66000","1980","99","5940.00","0.03","0.05","3.00","60.00","2.8","tech_early_adopter","desktop","premium_publisher","IAB19-6","US-WA","morning","monday","4.27","0.32"
"camp-44444","TechStartup","AI Revolution","2025-04-07","68000","2040","102","6120.00","0.03","0.05","3.00","60.00","2.9","tech_early_adopter","desktop","premium_publisher","IAB19-6","US-WA","morning","tuesday","4.32","0.33"
"camp-55555","CryptoExchange","Digital Assets","2025-04-01","75000","2250","90","11250.00","0.03","0.04","5.00","125.00","2.2","crypto_investor","desktop","premium_publisher","IAB13-3","US-NY","evening","wednesday","6.25","0.45"
"camp-55555","CryptoExchange","Digital Assets","2025-04-02","77000","2310","92","11550.00","0.03","0.04","5.00","125.00","2.3","crypto_investor","desktop","premium_publisher","IAB13-3","US-NY","evening","thursday","6.30","0.46"
"camp-55555","CryptoExchange","Digital Assets","2025-04-03","73000","2190","88","10950.00","0.03","0.04","5.00","125.00","2.1","crypto_investor","desktop","premium_publisher","IAB13-3","US-NY","evening","friday","6.20","0.44"
"camp-55555","CryptoExchange","Digital Assets","2025-04-04","55000","1650","66","8250.00","0.03","0.04","5.00","125.00","1.9","crypto_investor","desktop","premium_publisher","IAB13-3","US-NY","afternoon","saturday","5.95","0.41"
"camp-55555","CryptoExchange","Digital Assets","2025-04-05","50000","1500","60","7500.00","0.03","0.04","5.00","125.00","1.8","crypto_investor","desktop","premium_publisher","IAB13-3","US-NY","afternoon","sunday","5.90","0.40"
"camp-55555","CryptoExchange","Digital Assets","2025-04-06","76000","2280","91","11400.00","0.03","0.04","5.00","125.00","2.2","crypto_investor","desktop","premium_publisher","IAB13-3","US-NY","evening","monday","6.27","0.45"
"camp-55555","CryptoExchange","Digital Assets","2025-04-07","78000","2340","94","11700.00","0.03","0.04","5.00","125.00","2.3","crypto_investor","desktop","premium_publisher","IAB13-3","US-NY","evening","tuesday","6.32","0.46"
"camp-66666","StreamingService","Premium Content","2025-04-01","140000","7000","280","10500.00","0.05","0.04","1.50","37.50","3.5","entertainment_seeker","mobile","premium_publisher","IAB1-2","US-CA","night","wednesday","2.95","0.20"
"camp-66666","StreamingService","Premium Content","2025-04-02","143000","7150","286","10725.00","0.05","0.04","1.50","37.50","3.6","entertainment_seeker","mobile","premium_publisher","IAB1-2","US-CA","night","thursday","3.00","0.21"
"camp-66666","StreamingService","Premium Content","2025-04-03","147000","7350","294","11025.00","0.05","0.04","1.50","37.50","3.7","entertainment_seeker","mobile","premium_publisher","IAB1-2","US-CA","night","friday","3.05","0.22"
"camp-66666","StreamingService","Premium Content","2025-04-04","165000","8250","330","12375.00","0.05","0.04","1.50","37.50","4.0","entertainment_seeker","mobile","premium_publisher","IAB1-2","US-CA","night","saturday","3.20","0.24"
"camp-66666","StreamingService","Premium Content","2025-04-05","170000","8500","340","12750.00","0.05","0.04","1.50","37.50","4.1","entertainment_seeker","mobile","premium_publisher","IAB1-2","US-CA","night","sunday","3.25","0.25"
"camp-66666","StreamingService","Premium Content","2025-04-06","141000","7050","282","10575.00","0.05","0.04","1.50","37.50","3.5","entertainment_seeker","mobile","premium_publisher","IAB1-2","US-CA","night","monday","2.97","0.20"
"camp-66666","StreamingService","Premium Content","2025-04-07","145000","7250","290","10875.00","0.05","0.04","1.50","37.50","3.6","entertainment_seeker","mobile","premium_publisher","IAB1-2","US-CA","night","tuesday","3.02","0.21"
"camp-77777","SustainableGoods","Green Living","2025-04-01","85000","3400","136","6800.00","0.04","0.04","2.00","50.00","3.2","sustainability_conscious","tablet","premium_publisher","IAB14-1","US-OR","afternoon","wednesday","3.75","0.28"
"camp-77777","SustainableGoods","Green Living","2025-04-02","87000","3480","139","6960.00","0.04","0.04","2.00","50.00","3.3","sustainability_conscious","tablet","premium_publisher","IAB14-1","US-OR","afternoon","thursday","3.80","0.29"
"camp-77777","SustainableGoods","Green Living","2025-04-03","83000","3320","133","6640.00","0.04","0.04","2.00","50.00","3.1","sustainability_conscious","tablet","premium_publisher","IAB14-1","US-OR","afternoon","friday","3.70","0.27"
"camp-77777","SustainableGoods","Green Living","2025-04-04","95000","3800","152","7600.00","0.04","0.04","2.00","50.00","3.5","sustainability_conscious","tablet","premium_publisher","IAB14-1","US-OR","afternoon","saturday","3.90","0.30"
"camp-77777","SustainableGoods","Green Living","2025-04-05","98000","3920","157","7840.00","0.04","0.04","2.00","50.00","3.6","sustainability_conscious","tablet","premium_publisher","IAB14-1","US-OR","afternoon","sunday","3.95","0.31"
"camp-77777","SustainableGoods","Green Living","2025-04-06","86000","3440","138","6880.00","0.04","0.04","2.00","50.00","3.2","sustainability_conscious","tablet","premium_publisher","IAB14-1","US-OR","afternoon","monday","3.77","0.28"
"camp-77777","SustainableGoods","Green Living","2025-04-07","88000","3520","141","7040.00","0.04","0.04","2.00","50.00","3.3","sustainability_conscious","tablet","premium_publisher","IAB14-1","US-OR","afternoon","tuesday","3.82","0.29"
"camp-88888","LuxuryBrand","Elite Collection","2025-04-01","35000","1050","42","7000.00","0.03","0.04","6.67","166.67","2.0","luxury_consumer","desktop","premium_publisher","IAB18-6","US-NY","evening","wednesday","8.50","0.65"
"camp-88888","LuxuryBrand","Elite Collection","2025-04-02","36000","1080","43","7200.00","0.03","0.04","6.67","166.67","2.1","luxury_consumer","desktop","premium_publisher","IAB18-6","US-NY","evening","thursday","8.55","0.66"
"camp-88888","LuxuryBrand","Elite Collection","2025-04-03","34000","1020","41","6800.00","0.03","0.04","6.67","166.67","1.9","luxury_consumer","desktop","premium_publisher","IAB18-6","US-NY","evening","friday","8.45","0.64"
"camp-88888","LuxuryBrand","Elite Collection","2025-04-04","25000","750","30","5000.00","0.03","0.04","6.67","166.67","1.7","luxury_consumer","desktop","premium_publisher","IAB18-6","US-NY","afternoon","saturday","8.20","0.61"
"camp-88888","LuxuryBrand","Elite Collection","2025-04-05","23000","690","28","4600.00","0.03","0.04","6.67","166.67","1.6","luxury_consumer","desktop","premium_publisher","IAB18-6","US-NY","afternoon","sunday","8.15","0.60"
"camp-88888","LuxuryBrand","Elite Collection","2025-04-06","35500","1065","43","7100.00","0.03","0.04","6.67","166.67","2.0","luxury_consumer","desktop","premium_publisher","IAB18-6","US-NY","evening","monday","8.52","0.65"
